Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
REG^G,Regency Centers Corporation,24.8973,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reg^g
RM,Regional Management Corp.,26.01,$297.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,14.6,$17.97B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,25.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^b
RGS,Regis Corporation,14.95,$691.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rgs
RGA,"Reinsurance Group of America, Incorporated",128.12,$8.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rga
RZA,"Reinsurance Group of America, Incorporated",26.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",25.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rzb
RS,Reliance Steel & Aluminum Co.,84.64,$6.14B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rs
RENX,RELX N.V.,16.31,$33.52B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/renx
RELX,RELX PLC,17.55,$36.07B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/relx
RNR,RenaissanceRe Holdings Ltd.,132.44,$5.45B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr
RNR^C,RenaissanceRe Holdings Ltd.,24.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^c
RNR^E,RenaissanceRe Holdings Ltd.,22.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^e
SOL,Renesola Ltd.,0.7044,$71.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sol
RENN,Renren Inc.,1.85,$628.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/renn
RSG,"Republic Services, Inc.",56.52,$19.21B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rsg
RMD,ResMed Inc.,62.23,$8.77B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmd
REN           ,Resolute Energy Corporation,33.74,$592.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ren
RFP,Resolute Forest Products Inc.,4.4,$394.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfp
RSO,Resource Capital Corp.,9.02,$280.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso
RSO^A,Resource Capital Corp.,23.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^a
RSO^B,Resource Capital Corp.,22.5899,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^b
RSO^C,Resource Capital Corp.,23.0299,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^c
QSR,Restaurant Brands International Inc.,49.66,$11.63B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qsr
RH,Restoration Hardware Holdings Inc.,31.92,$1.3B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rh
RPAI,"Retail Properties of America, Inc.",15.47,$3.67B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpai
RPAI^A,"Retail Properties of America, Inc.",25.1236,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpai^a
REV,"Revlon, Inc.",29.65,$1.56B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rev
REX,REX American Resources Corporation,98.32,$647.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",23.01,$1.52B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",22.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rexr^a
RXN,Rexnord Corporation,20.84,$2.14B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rxn
RAI,Reynolds American Inc,55.16,$78.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rai
RICE,Rice Energy Inc.,24.69,$5B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rice
RMP,Rice Midstream Partners LP,22.3,$2.27B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmp
RNG,"Ringcentral, Inc.",22.75,$1.67B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,41.15,$91.48B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,39.29,$4.19B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,8.44,$8.88B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rad
RIV,"RiverNorth Opportunities Fund, Inc.",18.85,$70.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/riv
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",19.3499,$203.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/opp
RLI,RLI Corp.,61.67,$2.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,24.75,$3.08B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlj
RRTS,"Roadrunner Transportation Systems, Inc",11.49,$440.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rrts
RHI,Robert Half International Inc.,48.47,$6.25B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rhi
ROK,"Rockwell Automation, Inc.",139.56,$17.9B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rok
COL,"Rockwell Collins, Inc.",94.37,$12.29B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/col
RCI,"Rogers Communication, Inc.",39.13,$15.75B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rci
ROG,Rogers Corporation,76.74,$1.38B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rog
ROL,"Rollins, Inc.",33.94,$7.39B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",185.8,$18.85B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rop
RST,Rosetta Stone,8.57,$189.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rst
RDC,Rowan Companies plc,20.37,$2.56B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdc
RY,Royal Bank Of Canada,68.53,$101.79B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry
RY^S,Royal Bank Of Canada,25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^s
RY^T,Royal Bank Of Canada,27.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^t
RBS,Royal Bank Scotland plc (The),5.49,$32.26B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs
RBS^F,Royal Bank Scotland plc (The),26.2801,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^f
RBS^H,Royal Bank Scotland plc (The),25.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^h
RBS^L,Royal Bank Scotland plc (The),24.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^l
RBS^S,Royal Bank Scotland plc (The),25.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^s
RCL,Royal Caribbean Cruises Ltd.,86.19,$18.49B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.b
RGT,"Royce Global Value Trust, Inc.",8.05,$83.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",8.22,$305.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",13.74,$1.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",21.18,$4.61B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,54.68,$7.29B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpm
RSPP,"RSP Permian, Inc.",43.46,$6.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rspp
RT,"Ruby Tuesday, Inc.",3.56,$214.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rt
RTEC,"Rudolph Technologies, Inc.",20.5,$635.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rtec
R,"Ryder System, Inc.",82.24,$4.4B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,15.9,$590.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",63.06,$3.22B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,115,$29.8B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,36.6,$533.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",1.25,$104.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb
SB^B,"Safe Bulkers, Inc",23.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^b
SB^C,"Safe Bulkers, Inc",14.4148,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",14.689,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",12.25,$247.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sfe
CRM,Salesforce.com Inc,71.17,$49.58B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,13.12,$232.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",27.54,$3.97B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,6.65,$309.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,9.31,$700.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sn
SD,"SandRidge Energy, Inc.",23.2,$477.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,1.4,$39.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,1.36,$67.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,3.05,$160.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/per
SNY,Sanofi,40.4,$104B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sny
SC,Santander Consumer USA Holdings Inc.,14.68,$5.26B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sc
SOV^C,"Santander Holdings USA, Inc.",25.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sov^c
SAP,SAP SE,84.43,$103.72B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sap
SAQ,Saratoga Investment Corp,25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/saq
SAR,Saratoga Investment Corp,18.12,$103.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,27.65,$18.09B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",66.77,$1.43B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",25.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfs^c
SCG,Scana Corporation,72.76,$10.4B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scg
SLB,Schlumberger N.V.,84.78,$117.96B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slb
SWM,"Schweitzer-Mauduit International, Inc.",41.53,$1.27B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,88.65,$3.92B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,5.4,$406.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,22.1231,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sltb
SBNA,Scorpio Tankers Inc.,22.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sbna
SBNB,Scorpio Tankers Inc.,25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sbnb
STNG,Scorpio Tankers Inc.,4.49,$784.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),96,$5.77B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smg
LBF,"Scudder Global High Income Fund, Inc.",8.24,$53.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lbf
KMM,Scudder Multi-Market Income Trust,8.57,$192M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmm
KTF,Scudder Municiple Income Trust,12.94,$508.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ktf
KST,Scudder Strategic Income Trust,11.97,$52.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kst
KSM,Scudder Strategic Municiple Income Trust,12.1,$135.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ksm
SA,"Seabridge Gold, Inc.",9.45,$511.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",69.28,$1.2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ckh
SDRL,Seadrill Limited,3.81,$1.92B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,4.48,$411.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,48.18,$9.31B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,9.74,$1.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,21.003,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,21.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,20.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,19.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^h
SSWN,Seaspan Corporation,24.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sswn
SEAS,"SeaWorld Entertainment, Inc.",18.66,$1.66B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,17.818,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jbr
SEM,Select Medical Holdings Corporation,12.95,$1.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sem
SGZA,"Selective Insurance Group, Inc.",24.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,39.35,$2.6B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,5.96,$503.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,100.71,$25.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sre
ST,Sensata Technologies Holding N.V.,40.02,$6.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,83.11,$3.7B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,1.77,$237.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,45.64,$2.55B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srg
SCI,Service Corporation International,27.2,$5.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",38.99,$5.25B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",79.4,$13.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/now
SHAK,"Shake Shack, Inc.",38.08,$1.38B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,20.22,$9.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",27.49,$4.87B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),270.92,$25.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,40.26,$19.09B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,14.65,$1.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,42.22,$3.21B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",49.91,$1.75B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,7.1,$1.63B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,98.72,$6.87B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sig
SBY,Silver Bay Realty Trust Corp.,17.95,$635.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sby
SSNI,"Silver Spring Networks, Inc.",13.33,$691.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssni
SLW,Silver Wheaton Corp,18.56,$8.19B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slw
SPG,"Simon Property Group, Inc.",183.43,$57.64B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",69.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",47.86,$2.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",53.55,$5.78B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shi
SITE,"SiteOne Landscape Supply, Inc.",33.41,$1.32B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,59.15,$5.45B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/six
SJW,SJW Group,56.69,$1.16B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",22.08,$14.05B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",27.21,$4.3B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skx
SLG,SL Green Realty Corporation,110.58,$11.2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corporation,25.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slg^i
SM,SM Energy Company,36.62,$3.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sm
SFS,Smart,13.4,$973.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sfs
SNN,"Smith & Nephew SNATS, Inc.",29.8,$13.64B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,50.87,$8.85B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aos
SNA,Snap-On Incorporated,176.2,$10.22B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sna
SQM,Sociedad Quimica y Minera S.A.,31.69,$8.34B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqm
SLRA,Solar Capital Ltd.,24.475,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slra
SAH,"Sonic Automotive, Inc.",22.95,$1.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,54.01,$5.39B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,29.4,$37.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,41.05,$2.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bid
SOR,"Source Capital, Inc.",36.0517,$312.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",34.05,$2.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sji
SXE,"Southcross Energy Partners, L.P.",1.51,$99.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sxe
SCE^F,Southern California Edison Company,24.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^f
SCE^G,Southern California Edison Company,23.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,25.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,24.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,25.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^k
SO,Southern Company (The),47.94,$46.98B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),25.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),21.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sojb
SCCO,Southern Copper Corporation,34.98,$27.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,49.79,$30.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/luv
SWX,Southwest Gas Corporation,74.87,$3.55B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,12.61,$6.25B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swn
SWNC,Southwestern Energy Company,29.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swnc
SPA,Sparton Corporation,24.89,$244.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spa
STN,SPDR MSCI Europe Energy UCITS ETF,26.8,$3.05B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stn
SPE,Special Opportunities Fund Inc.,14.1713,$137.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.6218,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe^b
SE,Spectra Energy Corp,40.88,$28.68B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/se
SEP,"Spectra Energy Partners, LP",45.5,$13.92B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sep
SPB           ,"Spectrum Brands Holdings, Inc.",122.86,$7.3B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spb
TRK,"Speedway Motorsports, Inc.",21.75,$893.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/trk
SR,Spire Inc.,63.85,$2.92B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sr
SPR,"Spirit Aerosystems Holdings, Inc.",61.02,$7.42B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spr
SRC,"Spirit Realty Capital, Inc.",10.83,$5.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/src
SRLP,Sprague Resources LP,25.4,$541.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,8.48,$33.76B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,24.76,$1.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",32.91,$1.38B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",13.89,$4.89B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),21.2,$1.58B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/joe
STJ,"St. Jude Medical, Inc.",80.3,$22.94B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stj
STAG,"Stag Industrial, Inc.",23.7,$1.79B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag
STAG^B,"Stag Industrial, Inc.",25.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^b
STAG^C,"Stag Industrial, Inc.",25.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^c
SSI,"Stage Stores, Inc.",5.26,$148.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssi
SMP,"Standard Motor Products, Inc.",54.38,$1.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,96.85,$1.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sxi
SWJ,"Stanley Black & Decker, Inc.",24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swj
SWK,"Stanley Black & Decker, Inc.",120.5,$18.16B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swk
SGU,"Star Gas Partners, L.P.",9.91,$566.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",8.66,$136.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",22.56,$5.38B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stwd
STT,State Street Corporation,80.53,$31.06B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt
STT^C,State Street Corporation,23.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,25.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^d
STT^E,State Street Corporation,25.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^e
STT^G,State Street Corporation,24.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^g
STO,Statoil ASA,18.06,$57.59B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sto
SPLP,Steel Partners Holdings LP,14.75,$385.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/splp
SCS,Steelcase Inc.,16.4,$1.94B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scs
SCM,Stellus Capital Investment Corporation,11.53,$143.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scm
SCQ,Stellus Capital Investment Corporation,25.3999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scq
SCL,Stepan Company,86.38,$1.94B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scl
STE,STERIS plc,67.2,$5.73B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,24.3,$3.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stl
STC,Stewart Information Services Corporation,44.56,$1.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stc
